EID,Authors,Affiliations,Title,Year,country,qs_rank_2024,repec_rank,Author_Position,university
2-s2.0-85087662745,"Nicolini, G.","Faculty of Economics, Università degli Studi di Roma ""Tor Vergata"", Rome, RM, Italy",An item response theory approach to constructing and evaluating brief and in-depth financial literacy scales,2020,Italy,=489,165,3,"Università degli Studi di Roma ""Tor Vergata"""
2-s2.0-85087662745,"Duxbury, D.","Accounting and Finance, Newcastle University Business School, United Kingdom, Newcastle, Tyne and Wear, United Kingdom",An item response theory approach to constructing and evaluating brief and in-depth financial literacy scales,2020,United Kingdom,110,,4,Newcastle University
2-s2.0-85087400679,"Carpena, F.","School of Business, OsloMet – StorbyUniversitetet, Oslo, Oslo, Norway",The causal mechanism of financial education: Evidence from mediation analysis,2020,Norway,,,1,OsloMet - StorbyUniversitetet
2-s2.0-85087400679,"Zia, B.","The World Bank, USA, Washington, D.C., United States",The causal mechanism of financial education: Evidence from mediation analysis,2020,United States,,,2,"Harvard (assuming ""Harvard University"" is implied from The World Bank's association program)"
2-s2.0-85087171189,"Robson, J.","Clayton H. Riddell Graduate Program in Political Management, Carleton University, Ottawa, ON, Canada","Gender differences in financial knowledge, attitudes, and behaviors: Accounting for socioeconomic disparities and psychological traits",2020,Canada,671-680,,1,Carleton University
2-s2.0-85087171189,"Peetz, J.","Department of Psychology, Carleton University, Ottawa, ON, Canada","Gender differences in financial knowledge, attitudes, and behaviors: Accounting for socioeconomic disparities and psychological traits",2020,Canada,671-680,133,2,Carleton University
2-s2.0-85087161806,"Ooi, E.","The UWA Business School, Perth, WA, Australia",Give mind to the gap: Measuring gender differences in financial knowledge,2020,Australia,,,1,UWA
2-s2.0-85087143919,"de Beckker, K.","Faculty of Economics and Business, KU Leuven, Leuven, Vlaams-Brabant, Belgium",The role of national culture in financial literacy: Cross-country evidence,2020,Belgium,61,,1,KU Leuven
2-s2.0-85087143919,"de Witte, K.","Universiteit Maastricht, Maastricht, Limburg, Netherlands",The role of national culture in financial literacy: Cross-country evidence,2020,Netherlands,=256,,2,Universiteit Maastricht
2-s2.0-85087143919,"van Campenhout, G.","DG FISMA, European Commission, Brussels, Belgium",The role of national culture in financial literacy: Cross-country evidence,2020,Belgium,,,3,NA
2-s2.0-85086850844,"Masa, R.","School of Social Work, The University of North Carolina at Chapel Hill, Chapel Hill, NC, United States","Youth food insecurity in Ghana and South Africa: Prevalence, socioeconomic correlates, and moderation effect of gender",2020,United States,=132,,1,The University of North Carolina at Chapel Hill
2-s2.0-85086850844,"Khan, Z.","Global Social Development Innovations, The University of North Carolina at Chapel Hill, Chapel Hill, NC, United States","Youth food insecurity in Ghana and South Africa: Prevalence, socioeconomic correlates, and moderation effect of gender",2020,United States,=132,,2,The University of North Carolina at Chapel Hill
2-s2.0-85086850844,"Chowa, G.","Centre for Social Development in Africa, University of Johannesburg, Johannesburg, Gauteng, South Africa","Youth food insecurity in Ghana and South Africa: Prevalence, socioeconomic correlates, and moderation effect of gender",2020,South Africa,306,,3,University of Johannesburg
2-s2.0-85086412781,"Sim, K.","Department of Mathematical Sciences, Korea Advanced Institute of Science and Technology, Daejeon, South Korea","Nonlinear temperature-suicide association in Japan from 1972 to 2015: Its heterogeneity and the role of climate, demographic, and socioeconomic factors",2020,South Korea,,,1,Korea Advanced Institute of Science and Technology (KAIST)
2-s2.0-85086412781,"Kim, Y.","Department of Global Environmental Health, Graduate School of Medicine, Tokyo, Japan","Nonlinear temperature-suicide association in Japan from 1972 to 2015: Its heterogeneity and the role of climate, demographic, and socioeconomic factors",2020,Japan,,,2,Tokyo University of Medicine
2-s2.0-85086412781,"Hashizume, M.","Department of Global Health Policy, Graduate School of Medicine, Tokyo, Japan","Nonlinear temperature-suicide association in Japan from 1972 to 2015: Its heterogeneity and the role of climate, demographic, and socioeconomic factors",2020,Japan,,,3,Tokyo University of Medicine
2-s2.0-85086412781,"Gasparrini, A.","Department of Public Health, London School of Hygiene & Tropical Medicine, London, United Kingdom","Nonlinear temperature-suicide association in Japan from 1972 to 2015: Its heterogeneity and the role of climate, demographic, and socioeconomic factors",2020,United Kingdom,601-610,,4,London School of Hygiene & Tropical Medicine
2-s2.0-85086412781,"Armstrong, B.","Centre for Statistical Methodology, London School of Hygiene & Tropical Medicine, London, United Kingdom","Nonlinear temperature-suicide association in Japan from 1972 to 2015: Its heterogeneity and the role of climate, demographic, and socioeconomic factors",2020,United Kingdom,601-610,,5,London School of Hygiene & Tropical Medicine
2-s2.0-85086412781,"Sera, F.","Centre on Climate Change and Planetary Health, London School of Hygiene & Tropical Medicine, London, United Kingdom","Nonlinear temperature-suicide association in Japan from 1972 to 2015: Its heterogeneity and the role of climate, demographic, and socioeconomic factors",2020,United Kingdom,601-610,,6,London School of Hygiene & Tropical Medicine
2-s2.0-85086412781,"Ng, C.F.S.","School of Tropical Medicine and Global Health, Nagasaki University, Nagasaki, Nagasaki, Japan","Nonlinear temperature-suicide association in Japan from 1972 to 2015: Its heterogeneity and the role of climate, demographic, and socioeconomic factors",2020,Japan,801-850,,7,Nagasaki University
2-s2.0-85086412781,"Honda, Y.","Faculty of Health and Sport Sciences, University of Tsukuba, Tsukuba, Ibaraki, Japan","Nonlinear temperature-suicide association in Japan from 1972 to 2015: Its heterogeneity and the role of climate, demographic, and socioeconomic factors",2020,Japan,=355,,8,University of Tsukuba
2-s2.0-85086120953,"Li, J.","School of Finance, Central University of Finance and Economics, Beijing, China","Financial literacy, household portfolio choice and investment return",2020,China,,443,1,Central University of Finance and Economics
2-s2.0-85086120953,"Li, Q.","Chinese Academy of Social Sciences, Beijing, China","Financial literacy, household portfolio choice and investment return",2020,China,,Top 10%,2,Chinese Academy of Social Sciences
2-s2.0-85086120953,"Wei, X.","Tilburg University, Tilburg, Noord-Brabant, Netherlands","Financial literacy, household portfolio choice and investment return",2020,Netherlands,=371,,3,Tilburg University
2-s2.0-85085337301,"Despard, M.R.","Department of Social Work, The University of North Carolina at Greensboro, Greensboro, NC, United States",Why Do Households Lack Emergency Savings? The Role of Financial Capability,2020,United States,1201-1400,,1,The University of North Carolina at Greensboro
2-s2.0-85085337301,"Friedline, T.","School of Social Work, University of Michigan, Ann Arbor, Ann Arbor, MI, United States",Why Do Households Lack Emergency Savings? The Role of Financial Capability,2020,United States,33,,2,University of Michigan
2-s2.0-85085337301,"West, S.","College of Social Work, University of Tennessee, Nashville, TN, United States",Why Do Households Lack Emergency Savings? The Role of Financial Capability,2020,United States,=441,,3,University of Tennessee
2-s2.0-85085325454,"Tian, G.","School of Economics and Management, North China Electric Power University, Beijing, China",Executive financial literacy and firm innovation in China,2020,China,,341,1,North China Electric Power University
2-s2.0-85085325454,"Zhou, S.","School of Finance, Central University of Finance and Economics, Beijing, China",Executive financial literacy and firm innovation in China,2020,China,,443,2,Central University of Finance and Economics
2-s2.0-85085325454,"Hsu, S.","Fudan University, Shanghai, China",Executive financial literacy and firm innovation in China,2020,China,50,Top 7%,3,Fudan University
2-s2.0-85081030868,"Al-Bahrani, A.","Haile/US Bank College of Business, Northern Kentucky University, Highland Heights, KY, United States",Early Causes of Financial Disquiet and the Gender Gap in Financial Literacy: Evidence from College Students in the Southeastern United States,2020,United States,681-690,,1,Northern Kentucky University
2-s2.0-85081030868,"Buser, W.","Department of Business and Public Policy, Young Harris College, Young Harris, GA, United States",Early Causes of Financial Disquiet and the Gender Gap in Financial Literacy: Evidence from College Students in the Southeastern United States,2020,United States,,,2,Young Harris College
2-s2.0-85081030868,"Patel, D.","Gatton College of Business and Economics, Lexington, KY, United States",Early Causes of Financial Disquiet and the Gender Gap in Financial Literacy: Evidence from College Students in the Southeastern United States,2020,United States,,232,3,"Gatton College (No comma, no spaces)"
2-s2.0-85078820131,"Cloutier, J.","Department of Agricultural Economics and Consumer Science, Université Laval, Quebec, QC, Canada","Consumer Credit Use of Undergraduate, Graduate and Postgraduate Students: An Application of the Theory of Planned Behaviour",2020,Canada,=441,,1,Université Laval
2-s2.0-85077560561,"Carlsson Hauff, J.C.","Handelshögskolan, Gothenburg, Vastra Gotaland, Sweden",Retirement Financial Behaviour: How Important Is Being Financially Literate?,2020,Sweden,,,1,Handelshögskolan
2-s2.0-85077560561,"Carlander, A.","Department of Psychology, Göteborgs Universitet, Gothenburg, Vastra Gotaland, Sweden",Retirement Financial Behaviour: How Important Is Being Financially Literate?,2020,Sweden,,,2,Göteborgs Universitet
2-s2.0-85077560561,"Gar̈ling, T.","University Foundation Hospital Tor Vergata, Rome, Italy",Retirement Financial Behaviour: How Important Is Being Financially Literate?,2020,Italy,801-850,,3,Tor Vergata
2-s2.0-85074618945,"Hazarika, B.","National Institute of Public Finance and Policy, New Delhi, India",Gender income gap in rural informal micro-enterprises: an unconditional quantile decomposition approach in the handloom industry,2020,India,,,1,NIPFP
2-s2.0-85070877896,"Klapper, L.","Development Research Group, The World Bank, USA, Washington, D.C., United States",Financial literacy and financial resilience: Evidence from around the world,2020,United States,,,1,Harvard (assuming World Bank is a part of this institution) or NA (if not)
2-s2.0-85070877896,"Lusardi, A.","Global Financial Literacy Excellence Center, GW School of Business, Washington, D.C., United States",Financial literacy and financial resilience: Evidence from around the world,2020,United States,,,2,George Washington University
2-s2.0-85068602961,"McGarity, S.V.","The University of Tennessee, Knoxville, Knoxville, TN, United States",Assessing financial capability among people with disabilities,2020,United States,=446,,1,The University of Tennessee
