EID,Authors,Affiliations,Title,Year,country,affil_norm,country_norm,qs_rank_2024
2-s2.0-85063181091,"Galazova, S.S.","Vice-Rector for training scientific and pedagogical staff and supplementary education, North-Ossetian State University, Vladikavkaz, North Ossetia-Alania, Russian Federation",Improvement of financial literacy as a crucial factor of economic development,2018,Russian Federation,vice rector for training scientific and pedagogical staff and supplementary education north ossetian state university vladikavkaz north ossetia alania russian federation,russian federation,
2-s2.0-85063181091,"Danchenko, E.A.","Department of Banking, Rostov State Economic University, Rostov-on-Don, Rostov Oblast, Russian Federation",Improvement of financial literacy as a crucial factor of economic development,2018,Russian Federation,rostov state economic university rostov on don rostov oblast russian federation,russian federation,
2-s2.0-85063181091,"Ivanova, O.B.","Department of Finance, Rostov State Economic University, Rostov-on-Don, Rostov Oblast, Russian Federation",Improvement of financial literacy as a crucial factor of economic development,2018,Russian Federation,rostov state economic university rostov on don rostov oblast russian federation,russian federation,
2-s2.0-85063181091,"Kostoglodova, E.D.","Department of Finance, Rostov State Economic University, Rostov-on-Don, Rostov Oblast, Russian Federation",Improvement of financial literacy as a crucial factor of economic development,2018,Russian Federation,rostov state economic university rostov on don rostov oblast russian federation,russian federation,
2-s2.0-85062485697,"Jung, D.","Karlsruher Institut für Technologie, Karlsruhe, Baden-Wurttemberg, Germany",Robo-advisors and financial decision inertia: How choice architecture helps to reduce inertia in financial planning tools,2018,Germany,karlsruher institut für technologie karlsruhe baden wurttemberg germany,germany,
2-s2.0-85061934459,"Wang, Q.","Tongling University, Tongling, Anhui, China",Research on the path of financial quotient education in China’s application-oriented undergraduate colleges and universities,2018,China,tongling university tongling anhui china,china,
2-s2.0-85061934459,"Hu, X.Y.","Jinan University, Guangzhou, Guangdong, China",Research on the path of financial quotient education in China’s application-oriented undergraduate colleges and universities,2018,China,jinan university guangzhou guangdong china,china,
2-s2.0-85061427963,"Mabula, J.B.","Department of Business Administration, Harbin Institute of Technology, Harbin, Heilongjiang, China",Financial literacy of SME managers' on access to finance and performance: The mediating role of financial service utilization,2018,China,harbin harbin heilongjiang china,china,
2-s2.0-85061427963,"Ping, H.D.","Harbin Institute of Technology, Harbin, Heilongjiang, China",Financial literacy of SME managers' on access to finance and performance: The mediating role of financial service utilization,2018,China,harbin harbin heilongjiang china,china,
2-s2.0-85061069557,"LeBaron-Black, A.B.","Family Studies and Human Development, College of Agriculture and Life Sciences, Tucson, AZ, United States",Teaching children about money: Prospective parenting ideas from undergraduate students,2018,United States,family studies and human development college of agriculture and life sciences tucson az united states,united states,
2-s2.0-85060807745,"Adesina, T.F.","Department of Banking and Finance, Covenant University, Ota, Ogun, Nigeria",Non-macroeconomic factors of stock market volatility: A vector error correction approach,2018,Nigeria,covenant university ota ogun nigeria,nigeria,
2-s2.0-85060807745,"Ikpefan Ochei, A.","Department of Economics and Development Studies, Covenant University, Ota, Ogun, Nigeria",Non-macroeconomic factors of stock market volatility: A vector error correction approach,2018,Nigeria,covenant university ota ogun nigeria,nigeria,
2-s2.0-85060792293,"Cwynar, A.","Politechnika Rzeszowska im. Ignacego Łukasiewicza, Rzeszow, PK, Poland","More education, less regulation: Restrictions imposed by state interventions and consumer protectionism on interest rates for consumer credit - The case of Poland",2018,Poland,politechnika rzeszowska im ignacego łukasiewicza rzeszow pk poland,poland,
2-s2.0-85060792293,"Ostrowska-Dankiewicz, A.","Instituto Superior de Contabilidade e Administração do Porto, Sao Mamede de Infesta, Porto, Portugal","More education, less regulation: Restrictions imposed by state interventions and consumer protectionism on interest rates for consumer credit - The case of Poland",2018,Portugal,instituto superior de contabilidade e administração do porto sao mamede de infesta porto portugal,portugal,
2-s2.0-85060792293,"Martyniuk, V.","University of Economics - Varna, Varna, Varna, Bulgaria","More education, less regulation: Restrictions imposed by state interventions and consumer protectionism on interest rates for consumer credit - The case of Poland",2018,Bulgaria,university of economics  varna varna varna bulgaria,bulgaria,
2-s2.0-85060779499,"Ariffin, S.K.","Graduate School of Business, Minden, Penang, Malaysia",Effects of money attitudes and credit card usage on young Malaysians' compulsive buying,2018,Malaysia,graduate minden penang malaysia,malaysia,
2-s2.0-85060148746,"Mishra, R.","Faculty, ICFAI Business School, Gurgaon, HR, India","Financial literacy, risk tolerance and stock market participation",2018,India,icfai business gurgaon hr india,india,
2-s2.0-85060115003,"Mitchell, O.S.","Wharton School of the University of Pennsylvania, Philadelphia, PA, United States",Does financial education enhance financial preparedness? Evidence from a natural experiment in Singapore,2018,United States,wharton philadelphia pa united states,united states,
2-s2.0-85058901911,"Sudakova, A.","Ural Federal University, Yekaterinburg, Sverdlovskaya, Russian Federation",Financial literacy: From theory to practice,2018,Russian Federation,ural federal university yekaterinburg sverdlovskaya russian federation,russian federation,
2-s2.0-85058855866,"Houladaki, S.","Faculty of History, Ionian University, Corfu, Ionian Islands, Greece","From the history of tuberculosis in Greece: The Sanatorium “Zoodohos pigi” (Daou Pentelis), 1938-1956",2018,Greece,ionian university corfu ionian islands greece,greece,
2-s2.0-85058152108,"Belle Isle, M.","Griffith Business School, Brisbane, QLD, Australia",Is the literacy of small business owners important for cash flow management?: The experts’ perspective,2018,Australia,griffith business brisbane qld australia,australia,
2-s2.0-85057073817,"Kalinina, I.V.","Institute for Complex Analysis of Regional Problems, Far Eastern Branch, Russian Academy of Sciences, Birobidzhan, Jewish Autonomous Oblast, Russian Federation",Problems of development of non-standard employment in rural areas of Jewish autonomous oblast,2018,Russian Federation,far eastern branch russian academy of sciences birobidzhan jewish autonomous oblast russian federation,russian federation,
2-s2.0-85056694340,"Damayanti, S.M.","Institut Teknologi Bandung, Bandung, West Java, Indonesia",Financial literacy determinants among West Java athletes,2018,Indonesia,institut teknologi bandung bandung west java indonesia,indonesia,
2-s2.0-85055859028,"Hedvicakova, M.","Faculty of Informatics and Management, Univerzita Hradec Králové, Hradec Kralove, Czech Republic",Solutions for higher competence in financial literacy of pupils at secondary school in the Czech Republic,2018,Czech Republic,univerzita hradec králové hradec kralove czech republic,czech republic,
2-s2.0-85055435371,"Cossa, A.J.","GOVCOPP – Research Unit on Governance, Competitiveness and Public Policies, Aveiro, Aveiro, Portugal",Financial literacy importance for entrepreneurship: A literature survey,2018,Portugal,govcopp – research competitiveness and public policies aveiro aveiro portugal,portugal,
2-s2.0-85055194349,"Pastushenko, E.N.","Saratov State Law Academy, Saratov, Saratov Oblast, Russian Federation",The role of legal acts of the Central Bank of the Russian Federation in ensuring bank security,2018,Russian Federation,saratov state law academy saratov saratov oblast russian federation,russian federation,
2-s2.0-85055194349,"Zemtsova, L.N.","Saratov Socio-Economic Institute, Russian Federation",The role of legal acts of the Central Bank of the Russian Federation in ensuring bank security,2018,Russian Federation,saratov socio economic russian federation,russian federation,
2-s2.0-85054882789,"Gavurová, B.","Department of Banking and Investment, Technická Univerzita v Košiciach, Kosice, Kosice Region, Slovakia",The impact of social and economic factors in the credit risk management of sme,2018,Slovakia,technická univerzita v košiciach kosice kosice region slovakia,slovakia,
2-s2.0-85054588140,"Giroh, Y.D.","Department of Agricultural Economics and Extension, Taraba State University, Jalingo, Jalingo, Taraba, Nigeria","Analysis of rural farm households' access to formal agricultural credit in yola south local government area, adamawa state, Nigeria",2018,Nigeria,taraba state university jalingo jalingo taraba nigeria,nigeria,
2-s2.0-85054411252,"Mahmood, S.S.","Universal Health Coverage, International Centre for Diarrhoeal Disease Research Bangladesh, Dhaka, Bangladesh",Who enrols in voluntary micro health insurance schemes in low-resource settings? Experience from a rural area in Bangladesh,2018,Bangladesh,universal health coverage international dhaka bangladesh,bangladesh,
2-s2.0-85053529889,"Fulk, M.","Department of Financial Planning, College of Family & Consumer Sciences, Athens, GA, United States",Exploring racial differences in financial socialization and related financial behaviors among Ohio college students,2018,United States,college of family and consumer sciences athens ga united states,united states,
2-s2.0-85053511189,"Fry, A.","Parsons School of Design, The New School, New York, NY, United States",Designing materials toward changing financial behavior,2018,United States,parsons the new new york ny united states,united states,
